chapter_num,chapter_title,heading_level,title,url
8,8 STRINGS AND TEXT EDITING,3,Numeric Code Points of Characters,https://automatetheboringstuff.com/3e/chapter8.html#calibre_link-1609
8,8 STRINGS AND TEXT EDITING,3,Copying and Pasting Strings,https://automatetheboringstuff.com/3e/chapter8.html#calibre_link-1610
8,8 STRINGS AND TEXT EDITING,4,Step 1: Copy and Paste from the Clipboard,https://automatetheboringstuff.com/3e/chapter8.html#calibre_link-1611
8,8 STRINGS AND TEXT EDITING,4,Step 2: Separate the Lines of Text,https://automatetheboringstuff.com/3e/chapter8.html#calibre_link-1612
8,8 STRINGS AND TEXT EDITING,4,Step 3: Join the Modified Lines,https://automatetheboringstuff.com/3e/chapter8.html#calibre_link-1613
8,8 STRINGS AND TEXT EDITING,3,A Short Program: Pig Latin,https://automatetheboringstuff.com/3e/chapter8.html#calibre_link-1614
8,8 STRINGS AND TEXT EDITING,3,Summary,https://automatetheboringstuff.com/3e/chapter8.html#calibre_link-1618
8,8 STRINGS AND TEXT EDITING,3,Practice Questions,https://automatetheboringstuff.com/3e/chapter8.html#calibre_link-1619
8,8 STRINGS AND TEXT EDITING,3,Practice Program: Table Printer,https://automatetheboringstuff.com/3e/chapter8.html#calibre_link-1620
9,9 TEXT PATTERN MATCHING WITH REGULAR EXPRESSIONS,2,9 TEXT PATTERN MATCHING WITH REGULAR EXPRESSIONS,https://automatetheboringstuff.com/3e/chapter9.html#calibre_link-1624
9,9 TEXT PATTERN MATCHING WITH REGULAR EXPRESSIONS,3,Finding Text Patterns Without Regular Expressions,https://automatetheboringstuff.com/3e/chapter9.html#calibre_link-1625
9,9 TEXT PATTERN MATCHING WITH REGULAR EXPRESSIONS,3,Finding Text Patterns with Regular Expressions,https://automatetheboringstuff.com/3e/chapter9.html#calibre_link-1627
9,9 TEXT PATTERN MATCHING WITH REGULAR EXPRESSIONS,3,The Syntax of Regular Expressions,https://automatetheboringstuff.com/3e/chapter9.html#calibre_link-1628
9,9 TEXT PATTERN MATCHING WITH REGULAR EXPRESSIONS,4,Grouping with Parentheses,https://automatetheboringstuff.com/3e/chapter9.html#calibre_link-1629
9,9 TEXT PATTERN MATCHING WITH REGULAR EXPRESSIONS,4,Using Escape Characters,https://automatetheboringstuff.com/3e/chapter9.html#calibre_link-1630
9,9 TEXT PATTERN MATCHING WITH REGULAR EXPRESSIONS,4,Matching Characters from Alternate Groups,https://automatetheboringstuff.com/3e/chapter9.html#calibre_link-1631
9,9 TEXT PATTERN MATCHING WITH REGULAR EXPRESSIONS,4,Returning All Matches,https://automatetheboringstuff.com/3e/chapter9.html#calibre_link-1632
9,9 TEXT PATTERN MATCHING WITH REGULAR EXPRESSIONS,3,Qualifier Syntax: What Characters to Match,https://automatetheboringstuff.com/3e/chapter9.html#calibre_link-1633
9,9 TEXT PATTERN MATCHING WITH REGULAR EXPRESSIONS,4,Using Character Classes and Negative Character Classes,https://automatetheboringstuff.com/3e/chapter9.html#calibre_link-1634
9,9 TEXT PATTERN MATCHING WITH REGULAR EXPRESSIONS,4,Using Shorthand Character Classes,https://automatetheboringstuff.com/3e/chapter9.html#calibre_link-1635
9,9 TEXT PATTERN MATCHING WITH REGULAR EXPRESSIONS,4,Matching Everything with the Dot Character,https://automatetheboringstuff.com/3e/chapter9.html#calibre_link-1636
9,9 TEXT PATTERN MATCHING WITH REGULAR EXPRESSIONS,4,Being Careful What You Match For,https://automatetheboringstuff.com/3e/chapter9.html#calibre_link-1637
9,9 TEXT PATTERN MATCHING WITH REGULAR EXPRESSIONS,3,Quantifier Syntax: How Many Qualifiers to Match,https://automatetheboringstuff.com/3e/chapter9.html#calibre_link-1638
9,9 TEXT PATTERN MATCHING WITH REGULAR EXPRESSIONS,4,Matching an Optional Pattern,https://automatetheboringstuff.com/3e/chapter9.html#calibre_link-1639
9,9 TEXT PATTERN MATCHING WITH REGULAR EXPRESSIONS,4,Matching Zero or More Qualifiers,https://automatetheboringstuff.com/3e/chapter9.html#calibre_link-1640
9,9 TEXT PATTERN MATCHING WITH REGULAR EXPRESSIONS,4,Matching One or More Qualifiers,https://automatetheboringstuff.com/3e/chapter9.html#calibre_link-1641
9,9 TEXT PATTERN MATCHING WITH REGULAR EXPRESSIONS,4,Matching a Specific Number of Qualifiers,https://automatetheboringstuff.com/3e/chapter9.html#calibre_link-1642
9,9 TEXT PATTERN MATCHING WITH REGULAR EXPRESSIONS,3,Greedy and Non-greedy Matching,https://automatetheboringstuff.com/3e/chapter9.html#calibre_link-1643
9,9 TEXT PATTERN MATCHING WITH REGULAR EXPRESSIONS,4,Matching Everything,https://automatetheboringstuff.com/3e/chapter9.html#calibre_link-1644
9,9 TEXT PATTERN MATCHING WITH REGULAR EXPRESSIONS,4,Matching Newline Characters,https://automatetheboringstuff.com/3e/chapter9.html#calibre_link-1645
9,9 TEXT PATTERN MATCHING WITH REGULAR EXPRESSIONS,3,Matching at the Start and End of a String,https://automatetheboringstuff.com/3e/chapter9.html#calibre_link-1646
9,9 TEXT PATTERN MATCHING WITH REGULAR EXPRESSIONS,3,Case-Insensitive Matching,https://automatetheboringstuff.com/3e/chapter9.html#calibre_link-1649
9,9 TEXT PATTERN MATCHING WITH REGULAR EXPRESSIONS,3,Substituting Strings,https://automatetheboringstuff.com/3e/chapter9.html#calibre_link-1650
9,9 TEXT PATTERN MATCHING WITH REGULAR EXPRESSIONS,3,Managing Complex Regexes with Verbose Mode,https://automatetheboringstuff.com/3e/chapter9.html#calibre_link-1651
9,9 TEXT PATTERN MATCHING WITH REGULAR EXPRESSIONS,3,"Combining re.IGNORECASE, re.DOTALL, and re.VERBOSE",https://automatetheboringstuff.com/3e/chapter9.html#calibre_link-1652
9,9 TEXT PATTERN MATCHING WITH REGULAR EXPRESSIONS,4,Step 1: Create a Regex for Phone Numbers,https://automatetheboringstuff.com/3e/chapter9.html#calibre_link-1654
9,9 TEXT PATTERN MATCHING WITH REGULAR EXPRESSIONS,4,Step 2: Create a Regex for Email Addresses,https://automatetheboringstuff.com/3e/chapter9.html#calibre_link-1655
9,9 TEXT PATTERN MATCHING WITH REGULAR EXPRESSIONS,4,Step 3: Find All Matches in the Clipboard Text,https://automatetheboringstuff.com/3e/chapter9.html#calibre_link-1656
